16165.0,151110.0,163047.0,345.0,5484.0,156594.0,163047.0,2712.0,81380.0,41052.0,93710.0,112572.0,14818.0,18287.0,54974.0,24078.0,31226.0,177469.0,66554.0,76152.0,1450775.0
14756.0,142943.0,154235.0,322.0,4846.0,147789.0,154235.0,2534.0,81471.0,38983.0,91541.0,108726.0,13676.0,16331.0,50637.0,21928.0,29062.0,161349.0,60072.0,71726.0,1367162.0
13891.0,139773.0,150815.0,310.0,4649.0,144438.0,150815.0,2423.0,80596.0,37520.0,86390.0,101109.0,13083.0,15010.0,47926.0,21352.0,27701.0,155954.0,57820.0,68679.0,1320255.0
13629.0,137593.0,148463.0,310.0,4505.0,142099.0,148463.0,2452.0,80295.0,36488.0,83255.0,96610.0,13077.0,14231.0,47384.0,21154.0,27310.0,154191.0,55265.0,68638.0,1295413.0
13788.0,140533.0,151635.0,316.0,4765.0,145298.0,151635.0,2546.0,79951.0,37250.0,86205.0,100281.0,13282.0,14647.0,47910.0,20982.0,27775.0,155666.0,56526.0,69751.0,1320742.0
14752.0,148146.0,159849.0,336.0,5249.0,153395.0,159849.0,2812.0,79139.0,39991.0,90612.0,106508.0,14520.0,16044.0,49518.0,21713.0,29875.0,168068.0,61655.0,75177.0,1397212.0
16882.0,164673.0,177683.0,412.0,6456.0,171130.0,177683.0,3174.0,76952.0,44112.0,105661.0,125057.0,17743.0,18848.0,57463.0,24975.0,33242.0,197963.0,73134.0,87423.0,1580666.0
17808.0,177566.0,191594.0,461.0,6759.0,184325.0,191594.0,3316.0,75066.0,48304.0,119435.0,138041.0,19183.0,20230.0,61153.0,27534.0,34410.0,210120.0,76755.0,93082.0,1696736.0
18605.0,185307.0,199947.0,467.0,6843.0,192151.0,199947.0,3442.0,72975.0,49564.0,125138.0,144625.0,19037.0,20862.0,64008.0,29627.0,35374.0,218572.0,78393.0,94415.0,1759300.0
20149.0,195229.0,210653.0,481.0,7438.0,202667.0,210653.0,3721.0,69163.0,51859.0,137399.0,163344.0,19864.0,23333.0,68335.0,32328.0,37727.0,234786.0,82066.0,98783.0,1869980.0
22113.0,205548.0,221787.0,490.0,8169.0,213717.0,221787.0,4013.0,66855.0,53046.0,142796.0,171685.0,20842.0,25458.0,74284.0,36388.0,40435.0,260078.0,92615.0,103061.0,1985167.0
24305.0,216481.0,233584.0,503.0,9107.0,225588.0,233584.0,4342.0,65150.0,54478.0,151869.0,186444.0,22234.0,27998.0,81245.0,38979.0,42261.0,277854.0,100053.0,108136.0,2104197.0
25508.0,221094.0,238561.0,505.0,9659.0,230752.0,238561.0,4612.0,62574.0,55011.0,152773.0,189690.0,22585.0,29539.0,83350.0,40344.0,44701.0,287602.0,104474.0,112445.0,2154340.0
26831.0,226615.0,244518.0,510.0,10142.0,236756.0,244518.0,4846.0,56096.0,55444.0,164244.0,206301.0,23493.0,30719.0,86610.0,43391.0,47229.0,307602.0,112608.0,116496.0,2244967.0
28089.0,231241.0,249510.0,504.0,10668.0,241910.0,249510.0,4650.0,49463.0,55819.0,161609.0,202311.0,22642.0,30340.0,87155.0,42819.0,47155.0,304783.0,110989.0,110208.0,2241377.0
29973.0,233659.0,252119.0,520.0,10992.0,244651.0,252119.0,4986.0,44314.0,56425.0,169087.0,215496.0,23058.0,31661.0,89695.0,44982.0,48784.0,315348.0,116090.0,114049.0,2298007.0
30321.0,237775.0,256560.0,547.0,11747.0,249522.0,256560.0,5003.0,44069.0,57199.0,168315.0,218106.0,23787.0,33279.0,89914.0,46753.0,50014.0,327071.0,121175.0,112846.0,2340562.0
31031.0,239012.0,257895.0,579.0,12303.0,251315.0,257895.0,5234.0,45523.0,56920.0,171134.0,224478.0,24469.0,34297.0,91212.0,48711.0,51082.0,337947.0,125894.0,118660.0,2385589.0
31890.0,236141.0,254797.0,582.0,12740.0,248881.0,254797.0,5187.0,52936.0,57606.0,173838.0,227976.0,25784.0,36328.0,96950.0,49871.0,51059.0,352525.0,131060.0,121332.0,2422280.0
31333.0,231889.0,250209.0,591.0,12429.0,244318.0,250209.0,5100.0,62928.0,58065.0,165999.0,215128.0,25368.0,35385.0,94607.0,49139.0,50668.0,349452.0,129238.0,119228.0,2381285.0
27613.0,224521.0,242258.0,581.0,11739.0,236259.0,242258.0,4941.0,71301.0,55144.0,157104.0,201898.0,23950.0,31446.0,83754.0,44091.0,44657.0,323300.0,113765.0,117226.0,2257806.0
24839.0,210558.0,227192.0,556.0,10475.0,221032.0,227192.0,4522.0,75201.0,52688.0,145405.0,185738.0,22765.0,29139.0,77049.0,39790.0,42507.0,294848.0,106543.0,112006.0,2110045.0
22432.0,191744.0,206893.0,489.0,8865.0,200609.0,206893.0,3819.0,76251.0,48596.0,125953.0,158395.0,20661.0,25778.0,72772.0,35508.0,38192.0,260241.0,94667.0,100350.0,1899107.0
19215.0,171758.0,185327.0,420.0,7160.0,178918.0,185327.0,3231.0,77010.0,44414.0,113487.0,140268.0,17955.0,21420.0,63355.0,30527.0,35392.0,223147.0,82450.0,87981.0,1688765.0
17261.0,158378.0,170890.0,367.0,5977.0,164355.0,170890.0,2842.0,77634.0,41464.0,100402.0,120869.0,15693.0,18281.0,58014.0,27713.0,32762.0,200769.0,70987.0,79654.0,1535200.0
15725.0,152939.0,165022.0,344.0,5529.0,158468.0,165022.0,2719.0,78275.0,39288.0,95363.0,112998.0,14457.0,16414.0,53474.0,25217.0,29872.0,182212.0,64133.0,76204.0,1453675.0
14712.0,146422.0,157990.0,335.0,5035.0,151474.0,157990.0,2593.0,78120.0,38629.0,92561.0,108680.0,13986.0,15704.0,50338.0,23604.0,29014.0,170297.0,59649.0,72255.0,1389384.0
13951.0,145303.0,156783.0,319.0,4965.0,150268.0,156783.0,2533.0,77752.0,37498.0,88620.0,103107.0,13374.0,14838.0,48209.0,22428.0,27894.0,162736.0,56538.0,70526.0,1354427.0
13888.0,145273.0,156750.0,323.0,5025.0,150299.0,156750.0,2573.0,75464.0,38150.0,89684.0,104214.0,13592.0,15230.0,47920.0,22818.0,28428.0,167605.0,56475.0,70921.0,1361383.0
15063.0,149866.0,161706.0,351.0,5339.0,155206.0,161706.0,2947.0,71321.0,40744.0,95518.0,112437.0,15056.0,16596.0,50619.0,23994.0,30165.0,182544.0,63128.0,78056.0,1432363.0
17335.0,167832.0,181091.0,423.0,6649.0,174481.0,181091.0,3283.0,66634.0,43962.0,110230.0,130834.0,18133.0,18971.0,58750.0,27060.0,33991.0,210427.0,76193.0,89632.0,1617001.0
18459.0,180440.0,194695.0,461.0,6969.0,187410.0,194695.0,3407.0,63667.0,47465.0,122152.0,141817.0,19360.0,19823.0,63077.0,29201.0,35006.0,219292.0,78293.0,95018.0,1720708.0
19309.0,186781.0,201537.0,474.0,6954.0,193734.0,201537.0,3521.0,62908.0,49468.0,128051.0,148629.0,19559.0,20796.0,65175.0,31024.0,35883.0,226445.0,80279.0,96626.0,1778688.0
20991.0,196763.0,212308.0,485.0,7533.0,204296.0,212308.0,3684.0,61561.0,51789.0,134362.0,158620.0,20073.0,23308.0,69807.0,33984.0,37673.0,243398.0,86328.0,98854.0,1878127.0
22676.0,207735.0,224147.0,501.0,8327.0,216062.0,224147.0,3969.0,59339.0,53038.0,142555.0,171242.0,21449.0,25481.0,74596.0,36376.0,40438.0,260712.0,92974.0,103163.0,1988926.0
24351.0,212814.0,229626.0,498.0,8777.0,221591.0,229626.0,4295.0,57339.0,53512.0,143846.0,173808.0,21658.0,27012.0,79729.0,38825.0,41972.0,277609.0,100084.0,108144.0,2055116.0
25558.0,217129.0,234283.0,506.0,9304.0,226433.0,234283.0,4461.0,54048.0,53334.0,156746.0,195451.0,22434.0,27373.0,81682.0,40325.0,44424.0,287664.0,104236.0,110060.0,2129734.0
27030.0,222204.0,239758.0,510.0,9770.0,231974.0,239758.0,4698.0,47708.0,54555.0,159254.0,197698.0,23440.0,29478.0,85285.0,41828.0,45937.0,298371.0,112535.0,113866.0,2185658.0
27395.0,226799.0,244717.0,506.0,10291.0,237091.0,244717.0,4965.0,43981.0,55715.0,165649.0,208278.0,22573.0,30155.0,83561.0,42816.0,45933.0,304813.0,107168.0,116366.0,2223490.0
27561.0,233596.0,252051.0,514.0,11021.0,244617.0,252051.0,5194.0,43752.0,55772.0,168189.0,214036.0,22583.0,30869.0,82396.0,43745.0,46610.0,308512.0,109451.0,118500.0,2271021.0
29810.0,237531.0,256296.0,533.0,11786.0,249316.0,256296.0,5342.0,41056.0,55983.0,172581.0,225378.0,22749.0,31401.0,86996.0,47029.0,47923.0,329109.0,117868.0,119330.0,2344312.0
31382.0,238227.0,257048.0,575.0,12312.0,250539.0,257048.0,5485.0,42225.0,55151.0,170326.0,223375.0,23839.0,31245.0,90522.0,47114.0,49745.0,328620.0,125537.0,123145.0,2363462.0
30356.0,239205.0,258103.0,585.0,13093.0,252298.0,258103.0,5437.0,52704.0,55088.0,172870.0,226340.0,25757.0,32926.0,91428.0,49527.0,48364.0,349630.0,130465.0,126270.0,2418548.0
29547.0,231377.0,249656.0,583.0,12431.0,243807.0,249656.0,5310.0,61452.0,55006.0,165013.0,213456.0,25276.0,31863.0,88688.0,47435.0,47952.0,338582.0,124378.0,123594.0,2345062.0
